date,entry_date,exit_date,ticker,signal,signal_quality,confidence,expected_return,position_pct,regime_mult,regime_state,vix_at_trade,entry_price,exit_price,holding_days,net_pnl,sector
2018-05-22,2018-05-23,2018-05-31,MSFT,LONG,MEDIUM,60.03,0.74,15.0,1.0,bull,13.2,89.7265,91.3366,5,51.23,XLK
2018-05-23,2018-05-24,2018-06-01,MSFT,LONG,MEDIUM,61.93,0.62,15.0,1.0,bull,12.6,91.6006,93.1386,5,48.46,XLK
2018-05-24,2018-05-25,2018-06-04,MSFT,LONG,MEDIUM,61.0,0.76,15.0,1.0,bull,12.5,91.2017,93.9518,5,86.94,XLK
2018-05-25,2018-05-29,2018-06-05,MSFT,LONG,MEDIUM,61.93,0.65,15.0,1.0,bull,13.2,90.7749,94.4323,5,116.25,XLK
2018-06-01,2018-06-04,2018-06-11,MSFT,LONG,MEDIUM,61.49,0.35,15.0,1.0,bull,13.5,93.9479,93.3788,5,-18.04,XLK
2018-06-15,2018-06-18,2018-06-25,MSFT,LONG,MEDIUM,62.71,0.52,15.0,1.0,bull,12.0,92.7882,90.9208,5,-59.32,XLK
2018-06-25,2018-06-26,2018-07-03,MSFT,LONG,MEDIUM,60.45,0.66,15.0,1.0,neutral,17.3,91.6841,91.5307,5,-5.21,XLK
2018-06-26,2018-06-27,2018-07-05,MSFT,LONG,MEDIUM,60.45,0.64,15.0,1.0,neutral,15.9,92.3893,92.1868,5,-6.72,XLK
2018-06-27,2018-06-28,2018-07-06,MSFT,LONG,MEDIUM,62.62,0.67,15.0,1.0,neutral,17.9,90.3481,93.4805,5,100.45,XLK
2018-06-28,2018-06-29,2018-07-09,MSFT,LONG,MEDIUM,62.62,0.82,15.0,1.0,neutral,16.9,91.7862,94.1181,5,73.89,XLK
2018-07-02,2018-07-03,2018-07-11,MSFT,LONG,MEDIUM,62.62,0.58,15.0,1.0,neutral,15.6,93.2243,94.2383,5,31.7,XLK
2018-07-03,2018-07-05,2018-07-12,MSFT,LONG,MEDIUM,62.62,0.61,15.0,1.0,neutral,16.1,92.315,96.2805,5,125.03,XLK
2018-07-05,2018-07-06,2018-07-13,MSFT,LONG,MEDIUM,61.25,0.64,15.0,1.0,neutral,15.0,92.6769,97.4263,5,149.84,XLK
2018-07-06,2018-07-09,2018-07-16,MSFT,LONG,MEDIUM,60.23,0.61,15.0,1.0,bull,13.4,94.3098,96.9458,5,82.38,XLK
2018-07-09,2018-07-10,2018-07-17,MSFT,LONG,MEDIUM,61.97,0.73,15.0,1.0,bull,12.7,94.6345,97.9069,5,102.37,XLK
2018-07-10,2018-07-11,2018-07-18,MSFT,LONG,MEDIUM,60.81,0.75,15.0,1.0,bull,12.6,93.8459,97.1398,5,104.07,XLK
2018-07-11,2018-07-12,2018-07-19,MSFT,LONG,MEDIUM,61.97,0.69,15.0,1.0,bull,13.6,95.3489,96.4745,5,34.78,XLK
2018-07-12,2018-07-13,2018-07-20,MSFT,LONG,MEDIUM,60.96,0.5,15.0,1.0,bull,12.6,96.8334,98.2026,5,42.47,XLK
2018-07-31,2018-08-01,2018-08-08,MSFT,LONG,MEDIUM,60.58,0.67,15.0,1.0,bull,12.8,98.3735,101.1781,5,86.6,XLK
2018-08-01,2018-08-02,2018-08-09,MSFT,LONG,MEDIUM,61.84,0.52,15.0,1.0,bull,13.1,97.789,101.3445,5,110.53,XLK
2018-08-02,2018-08-03,2018-08-10,MSFT,LONG,MEDIUM,61.84,0.6,15.0,1.0,bull,12.2,100.0156,100.7253,5,21.42,XLK
2018-08-03,2018-08-06,2018-08-13,MSFT,LONG,MEDIUM,61.84,0.48,15.0,1.0,bull,11.6,100.3126,99.9953,5,-10.01,XLK
2018-08-06,2018-08-07,2018-08-14,MSFT,LONG,MEDIUM,61.84,0.42,15.0,1.0,bull,11.3,100.7208,101.2428,5,15.59,XLK
2018-08-07,2018-08-08,2018-08-15,MSFT,LONG,MEDIUM,63.06,0.29,15.0,1.0,bull,10.9,101.4352,99.8699,5,-47.83,XLK
2018-08-08,2018-08-09,2018-08-16,MSFT,LONG,MEDIUM,60.87,0.18,15.0,1.0,bull,10.9,101.7878,99.8513,5,-59.12,XLK
2018-08-15,2018-08-16,2018-08-23,MSFT,LONG,MEDIUM,61.67,0.52,15.0,1.0,neutral,14.6,100.8662,99.7771,5,-33.42,XLK
2018-08-20,2018-08-21,2018-08-28,MSFT,LONG,MEDIUM,60.7,0.78,15.0,1.0,bull,12.5,99.581,102.2817,5,82.65,XLK
2018-08-21,2018-08-22,2018-08-29,MSFT,LONG,MEDIUM,60.7,0.93,15.0,1.0,bull,12.9,98.5844,103.9144,5,164.6,XLK
2018-08-22,2018-08-23,2018-08-30,MSFT,LONG,MEDIUM,60.7,0.98,15.0,1.0,bull,12.2,99.7952,103.8495,5,124.16,XLK
2018-08-23,2018-08-24,2018-08-31,MSFT,LONG,MEDIUM,62.61,0.98,15.0,1.0,bull,12.4,100.2795,104.202,5,119.78,XLK
2018-08-24,2018-08-27,2018-09-04,MSFT,LONG,MEDIUM,62.62,0.95,15.0,1.0,bull,12.0,101.7697,103.6268,5,55.96,XLK
2018-08-27,2018-08-28,2018-09-05,MSFT,LONG,MEDIUM,61.7,0.52,15.0,1.0,bull,12.2,102.3937,100.6398,5,-53.47,XLK
2018-08-29,2018-08-30,2018-09-07,MSFT,LONG,MEDIUM,60.69,0.44,15.0,1.0,bull,12.2,104.0049,100.3801,5,-110.23,XLK
2018-09-05,2018-09-06,2018-09-13,MSFT,LONG,MEDIUM,61.97,0.6,15.0,1.0,bull,13.9,100.8197,104.74,5,121.03,XLK
2018-09-06,2018-09-07,2018-09-14,MSFT,LONG,MEDIUM,61.97,0.6,15.0,1.0,bull,14.6,100.8011,105.1667,5,134.93,XLK
2018-09-07,2018-09-10,2018-09-17,MSFT,LONG,MEDIUM,62.61,0.71,15.0,1.0,bull,14.9,101.3692,104.0257,5,81.36,XLK
2018-09-10,2018-09-11,2018-09-18,MSFT,LONG,MEDIUM,62.61,0.54,15.0,1.0,bull,14.2,101.4251,105.0183,5,110.5,XLK
2018-09-11,2018-09-12,2018-09-19,MSFT,LONG,MEDIUM,61.76,0.66,15.0,1.0,bull,13.2,103.7814,103.6176,5,-5.29,XLK
2018-09-17,2018-09-18,2018-09-25,MSFT,LONG,MEDIUM,62.1,0.75,15.0,1.0,bull,13.7,104.4892,106.1686,5,50.87,XLK
2018-09-18,2018-09-19,2018-09-26,MSFT,LONG,MEDIUM,62.1,0.66,15.0,1.0,bull,12.8,105.2902,105.7326,5,13.12,XLK
2018-09-19,2018-09-20,2018-09-27,MSFT,LONG,MEDIUM,62.1,0.66,15.0,1.0,bull,11.8,104.5731,106.1315,5,47.01,XLK
2018-09-20,2018-09-21,2018-09-28,MSFT,LONG,MEDIUM,60.71,0.56,15.0,1.0,bull,11.8,106.175,106.0944,5,-2.73,XLK
2018-09-21,2018-09-24,2018-10-01,MSFT,LONG,MEDIUM,60.71,0.46,15.0,1.0,bull,11.7,105.2716,107.2447,5,59.75,XLK
2018-09-24,2018-09-25,2018-10-02,MSFT,LONG,MEDIUM,60.71,0.41,15.0,1.0,bull,12.2,106.9201,106.8179,5,-3.37,XLK
2018-09-25,2018-09-26,2018-10-03,MSFT,LONG,MEDIUM,60.71,0.45,15.0,1.0,bull,12.4,106.6127,106.8365,5,6.43,XLK
2018-09-26,2018-09-27,2018-10-04,MSFT,LONG,MEDIUM,60.71,0.38,15.0,1.0,bull,12.9,106.9014,104.6287,5,-68.23,XLK
2018-09-27,2018-09-28,2018-10-05,MSFT,LONG,MEDIUM,60.71,0.22,15.0,1.0,bull,12.4,106.352,104.0164,5,-70.59,XLK
2018-10-30,2018-10-31,2018-11-07,MSFT,LONG,HIGH,62.33,1.28,7.5,0.4,bear,23.4,98.2026,103.8588,5,91.69,XLK
2018-11-01,2018-11-02,2018-11-09,MSFT,LONG,HIGH,62.33,1.24,7.5,0.4,bear,19.3,99.1712,101.6417,5,39.58,XLK
2018-11-12,2018-11-13,2018-11-20,MSFT,LONG,MEDIUM,60.38,0.53,6.0,0.4,bear,20.5,100.1677,94.758,5,-69.46,XLK
2018-11-19,2018-11-20,2018-11-28,MSFT,LONG,MEDIUM,64.41,0.66,6.0,0.4,bear,20.1,95.222,103.5248,5,111.63,XLK
2018-11-20,2018-11-21,2018-11-29,MSFT,LONG,HIGH,64.41,1.26,7.5,0.4,bear,22.5,96.9057,102.6584,5,94.77,XLK
2018-11-21,2018-11-23,2018-11-30,MSFT,LONG,HIGH,63.28,1.28,7.5,0.4,bear,20.8,95.5681,103.3106,5,129.43,XLK
2018-11-23,2018-11-26,2018-12-03,MSFT,LONG,HIGH,63.28,1.24,7.5,0.4,bear,21.5,98.0188,104.4286,5,104.49,XLK
2018-11-26,2018-11-27,2018-12-04,MSFT,LONG,MEDIUM,61.43,0.84,6.0,0.4,bear,18.9,99.4032,101.1026,5,21.93,XLK
2018-12-04,2018-12-06,2018-12-13,MSFT,LONG,MEDIUM,61.76,0.39,6.0,0.4,bear,20.7,98.9823,101.969,5,39.31,XLK
2018-12-06,2018-12-07,2018-12-14,MSFT,LONG,MEDIUM,61.76,0.42,6.0,0.4,bear,21.2,101.3768,98.7828,5,-33.64,XLK
2018-12-21,2018-12-24,2019-01-02,MSFT,LONG,HIGH,61.31,1.02,5.25,0.28,bear,30.1,91.3682,94.2083,5,35.44,XLK
2018-12-31,2019-01-02,2019-01-09,MSFT,LONG,MEDIUM,60.28,0.73,4.2,0.28,bear,25.4,93.1174,97.1431,5,39.55,XLK
2019-01-04,2019-01-07,2019-01-14,MSFT,LONG,MEDIUM,60.3,0.3,6.0,0.4,bear,21.4,95.0723,95.0748,5,-0.1,XLK
2019-01-09,2019-01-10,2019-01-17,MSFT,LONG,MEDIUM,61.7,0.64,15.0,1.0,neutral,20.0,96.5502,98.8666,5,78.47,XLK
2019-01-11,2019-01-14,2019-01-22,MSFT,LONG,MEDIUM,62.14,0.69,15.0,1.0,neutral,18.2,95.3155,98.4567,5,107.72,XLK
2019-01-14,2019-01-15,2019-01-23,MSFT,LONG,MEDIUM,62.14,0.66,15.0,1.0,neutral,19.1,95.8861,99.4163,5,120.17,XLK
2019-01-16,2019-01-17,2019-01-25,MSFT,LONG,MEDIUM,60.66,0.39,15.0,1.0,neutral,19.0,98.2152,99.8448,5,54.72,XLK
2019-01-31,2019-02-01,2019-02-08,MSFT,LONG,MEDIUM,60.8,0.49,15.0,1.0,bull,16.6,97.0741,98.4473,5,46.83,XLK
2019-02-01,2019-02-04,2019-02-11,MSFT,LONG,MEDIUM,60.8,0.58,15.0,1.0,bull,16.1,96.2229,98.0561,5,63.07,XLK
2019-02-14,2019-02-15,2019-02-25,MSFT,LONG,MEDIUM,61.01,0.62,15.0,1.0,bull,16.2,100.9372,104.4067,5,114.85,XLK
2019-02-15,2019-02-19,2019-02-26,MSFT,LONG,MEDIUM,61.01,0.65,15.0,1.0,bull,14.9,100.8249,105.1271,5,142.67,XLK
2019-02-19,2019-02-20,2019-02-27,MSFT,LONG,MEDIUM,60.84,0.7,15.0,1.0,bull,14.9,101.3213,104.9494,5,119.69,XLK
2019-02-20,2019-02-21,2019-02-28,MSFT,LONG,MEDIUM,60.53,0.68,15.0,1.0,bull,14.0,100.4195,104.8184,5,146.08,XLK
2019-02-22,2019-02-25,2019-03-04,MSFT,LONG,MEDIUM,60.09,0.6,15.0,1.0,bull,13.5,104.9849,105.0336,5,1.26,XLK
2019-03-11,2019-03-12,2019-03-19,MSFT,LONG,MEDIUM,61.23,0.63,15.0,1.0,bull,14.3,105.9806,110.0766,5,132.23,XLK
2019-03-19,2019-03-20,2019-03-27,MSFT,LONG,MEDIUM,60.71,0.33,15.0,1.0,bull,13.6,110.2736,109.2533,5,-32.23,XLK
2019-03-20,2019-03-21,2019-03-28,MSFT,LONG,MEDIUM,60.71,0.32,15.0,1.0,bull,13.9,110.0387,109.403,5,-20.24,XLK
2019-03-21,2019-03-22,2019-03-29,MSFT,LONG,MEDIUM,61.98,0.25,15.0,1.0,bull,13.6,112.2557,110.348,5,-59.34,XLK
2019-03-28,2019-03-29,2019-04-05,MSFT,LONG,MEDIUM,60.59,0.63,15.0,1.0,bull,14.4,110.9123,112.1724,5,38.65,XLK
2019-03-29,2019-04-01,2019-04-08,MSFT,LONG,MEDIUM,61.83,0.47,15.0,1.0,bull,13.7,111.739,112.2098,5,14.15,XLK
2019-04-01,2019-04-02,2019-04-09,MSFT,LONG,MEDIUM,60.43,0.44,15.0,1.0,bull,13.4,111.8423,111.6017,5,-7.7,XLK
2019-04-02,2019-04-03,2019-04-10,MSFT,LONG,MEDIUM,60.43,0.48,15.0,1.0,bull,13.4,112.5938,112.4531,5,-4.6,XLK
2019-04-03,2019-04-04,2019-04-11,MSFT,LONG,MEDIUM,61.69,0.37,15.0,1.0,bull,13.7,112.8193,112.5841,5,-7.49,XLK
2019-04-04,2019-04-05,2019-04-12,MSFT,LONG,MEDIUM,61.69,0.41,15.0,1.0,bull,13.6,112.1523,113.1642,5,30.65,XLK
2019-04-05,2019-04-08,2019-04-15,MSFT,LONG,MEDIUM,62.98,0.43,15.0,1.0,bull,12.8,112.5468,113.2577,5,21.44,XLK
2019-04-08,2019-04-09,2019-04-16,MSFT,LONG,MEDIUM,62.96,0.52,15.0,1.0,bull,13.2,111.4384,112.9958,5,47.79,XLK
2019-04-09,2019-04-10,2019-04-17,MSFT,LONG,MEDIUM,62.96,0.67,15.0,1.0,bull,14.3,112.4999,113.9314,5,43.32,XLK
2019-04-11,2019-04-12,2019-04-22,MSFT,LONG,MEDIUM,62.75,0.76,15.0,1.0,bull,13.0,113.3266,115.7933,5,74.78,XLK
2019-04-12,2019-04-15,2019-04-23,MSFT,LONG,MEDIUM,62.75,0.76,15.0,1.0,bull,12.0,113.6083,117.3652,5,114.09,XLK
2019-04-15,2019-04-16,2019-04-24,MSFT,LONG,MEDIUM,62.96,0.83,15.0,1.0,bull,12.3,114.2659,116.9628,5,81.35,XLK
2019-04-16,2019-04-17,2019-04-25,MSFT,LONG,MEDIUM,62.96,0.8,15.0,1.0,bull,12.2,113.8902,120.8363,5,210.04,XLK
2019-04-17,2019-04-18,2019-04-26,MSFT,LONG,MEDIUM,62.96,0.63,15.0,1.0,bull,12.6,114.7826,121.5287,5,203.41,XLK
2019-04-18,2019-04-22,2019-04-29,MSFT,LONG,MEDIUM,62.19,0.76,15.0,1.0,bull,12.1,115.1865,121.4164,5,188.85,XLK
2019-04-22,2019-04-23,2019-04-30,MSFT,LONG,MEDIUM,62.29,0.58,15.0,1.0,bull,12.4,116.5768,122.193,5,168.72,XLK
2019-04-23,2019-04-24,2019-05-01,MSFT,LONG,MEDIUM,62.29,0.61,15.0,1.0,bull,12.3,118.1643,119.6481,5,44.25,XLK
2019-04-24,2019-04-25,2019-05-02,MSFT,LONG,MEDIUM,62.19,0.51,15.0,1.0,bull,13.1,122.1755,118.0856,5,-118.56,XLK
2019-05-08,2019-05-09,2019-05-16,MSFT,LONG,MEDIUM,60.99,0.55,15.0,1.0,neutral,19.4,116.7553,121.077,5,133.1,XLK
2019-05-28,2019-05-29,2019-06-05,MSFT,LONG,MEDIUM,61.37,0.48,15.0,1.0,neutral,17.5,118.2152,118.1658,5,-1.82,XLK
2019-05-29,2019-05-30,2019-06-06,MSFT,LONG,MEDIUM,61.37,0.44,6.0,0.4,bear,17.9,118.1021,120.0346,5,23.58,XLK
2019-05-30,2019-05-31,2019-06-07,MSFT,LONG,MEDIUM,61.37,0.65,6.0,0.4,bear,17.3,117.1309,123.3966,5,77.44,XLK
2019-05-31,2019-06-03,2019-06-10,MSFT,LONG,HIGH,61.37,1.04,7.5,0.4,bear,18.7,116.7726,124.5235,5,119.69,XLK
2019-06-03,2019-06-04,2019-06-11,MSFT,LONG,HIGH,61.37,1.07,7.5,0.4,bear,18.9,114.3495,124.054,5,151.41,XLK
2019-06-04,2019-06-05,2019-06-12,MSFT,LONG,MEDIUM,61.24,0.85,6.0,0.4,bear,17.0,117.8097,123.4811,5,69.36,XLK
2019-06-11,2019-06-12,2019-06-19,MSFT,LONG,MEDIUM,61.36,0.62,15.0,1.0,neutral,16.0,123.8911,127.4253,5,105.01,XLK
2019-06-12,2019-06-13,2019-06-20,MSFT,LONG,MEDIUM,63.58,0.64,15.0,1.0,neutral,15.9,124.438,128.6086,5,123.35,XLK
2019-06-13,2019-06-14,2019-06-21,MSFT,LONG,MEDIUM,63.58,0.73,15.0,1.0,neutral,15.8,124.702,128.6273,5,115.95,XLK
2019-06-14,2019-06-17,2019-06-24,MSFT,LONG,MEDIUM,61.71,0.62,15.0,1.0,neutral,15.3,125.0509,129.388,5,127.82,XLK
2019-06-25,2019-06-26,2019-07-03,MSFT,LONG,MEDIUM,64.0,0.67,15.0,1.0,neutral,16.3,126.6726,129.0875,5,71.4,XLK
2019-06-26,2019-06-27,2019-07-05,MSFT,LONG,MEDIUM,64.0,0.65,15.0,1.0,neutral,16.2,126.4746,128.7118,5,66.18,XLK
2019-06-28,2019-07-01,2019-07-09,MSFT,LONG,MEDIUM,61.85,0.68,15.0,1.0,bull,15.1,128.8223,128.1484,5,-19.94,XLK
2019-07-22,2019-07-23,2019-07-30,MSFT,LONG,MEDIUM,60.52,0.52,15.0,1.0,bull,13.5,131.7734,131.8015,5,0.52,XLK
2019-07-23,2019-07-24,2019-07-31,MSFT,LONG,MEDIUM,60.52,0.4,15.0,1.0,bull,12.6,130.9626,127.97,5,-86.56,XLK
2019-07-24,2019-07-25,2019-08-01,MSFT,LONG,MEDIUM,60.42,0.14,15.0,1.0,bull,12.1,132.4051,129.6509,5,-79.07,XLK
2019-07-25,2019-07-26,2019-08-02,MSFT,LONG,MEDIUM,60.42,0.17,15.0,1.0,bull,12.7,132.3486,128.5616,5,-108.48,XLK
2019-08-05,2019-08-06,2019-08-13,MSFT,LONG,MEDIUM,60.59,0.63,15.0,1.0,neutral,24.6,126.154,130.158,5,118.33,XLK
2019-08-06,2019-08-07,2019-08-14,MSFT,LONG,MEDIUM,61.34,0.73,15.0,1.0,neutral,20.2,126.1446,126.2384,5,2.49,XLK
2019-08-07,2019-08-08,2019-08-15,MSFT,LONG,MEDIUM,61.34,0.56,15.0,1.0,neutral,19.5,128.794,125.9557,5,-82.88,XLK
2019-08-14,2019-08-15,2019-08-22,MSFT,LONG,MEDIUM,62.5,0.8,15.0,1.0,neutral,22.1,127.1322,129.8188,5,78.86,XLK
2019-08-15,2019-08-16,2019-08-23,MSFT,LONG,MEDIUM,62.5,0.96,15.0,1.0,neutral,21.2,127.5958,125.6825,5,-56.36,XLK
2019-08-16,2019-08-19,2019-08-26,MSFT,LONG,MEDIUM,60.75,0.4,6.0,0.4,bear,18.5,130.4054,127.6235,5,-32.14,XLK
2019-08-19,2019-08-20,2019-08-27,MSFT,LONG,MEDIUM,60.57,0.43,6.0,0.4,bear,16.9,130.746,127.8967,5,-33.0,XLK
2019-08-21,2019-08-22,2019-08-29,MSFT,LONG,MEDIUM,61.09,0.46,15.0,1.0,neutral,15.8,131.1716,130.1393,5,-30.01,XLK
2019-08-23,2019-08-26,2019-09-03,MSFT,LONG,MEDIUM,62.33,0.81,6.0,0.4,bear,19.9,127.6999,128.1794,5,5.45,XLK
2019-08-26,2019-08-27,2019-09-04,MSFT,LONG,MEDIUM,62.33,0.61,6.0,0.4,bear,19.3,129.0242,129.6775,5,7.42,XLK
2019-08-27,2019-08-28,2019-09-05,MSFT,LONG,MEDIUM,62.33,0.59,6.0,0.4,bear,20.3,127.5958,131.9577,5,50.79,XLK
2019-08-28,2019-08-29,2019-09-06,MSFT,LONG,MEDIUM,61.59,0.62,6.0,0.4,bear,19.4,129.8378,131.0626,5,13.93,XLK
2019-09-03,2019-09-04,2019-09-11,MSFT,LONG,MEDIUM,60.71,0.44,15.0,1.0,neutral,19.7,129.8851,128.2548,5,-47.12,XLK
2019-09-04,2019-09-05,2019-09-12,MSFT,LONG,MEDIUM,60.71,0.28,15.0,1.0,neutral,17.3,131.5974,129.5739,5,-57.77,XLK
2019-09-06,2019-09-09,2019-09-16,MSFT,LONG,MEDIUM,60.71,0.34,15.0,1.0,neutral,15.0,132.0514,128.4526,5,-102.45,XLK
2019-09-09,2019-09-10,2019-09-17,MSFT,LONG,MEDIUM,60.71,0.47,15.0,1.0,neutral,15.3,129.4121,129.4514,5,0.85,XLK
2019-09-10,2019-09-11,2019-09-18,MSFT,LONG,MEDIUM,60.71,0.5,15.0,1.0,neutral,15.2,128.5702,130.5161,5,55.79,XLK
2019-09-11,2019-09-12,2019-09-19,MSFT,LONG,MEDIUM,60.71,0.58,15.0,1.0,neutral,14.6,130.4054,132.9187,5,71.11,XLK
2019-09-12,2019-09-13,2019-09-20,MSFT,LONG,MEDIUM,60.71,0.6,15.0,1.0,neutral,14.2,130.3391,131.3829,5,29.53,XLK
2019-09-13,2019-09-16,2019-09-23,MSFT,LONG,MEDIUM,62.45,0.6,15.0,1.0,neutral,13.7,128.4945,131.1003,5,75.09,XLK
2019-09-16,2019-09-17,2019-09-24,MSFT,LONG,MEDIUM,62.45,0.6,15.0,1.0,neutral,14.7,129.5635,129.442,5,-3.75,XLK
2019-09-17,2019-09-18,2019-09-25,MSFT,LONG,MEDIUM,63.77,0.59,15.0,1.0,neutral,14.4,129.9419,131.3076,5,38.79,XLK
2019-09-18,2019-09-19,2019-09-26,MSFT,LONG,MEDIUM,62.48,0.61,15.0,1.0,bull,13.9,132.723,131.4771,5,-35.42,XLK
2019-10-01,2019-10-02,2019-10-09,MSFT,LONG,MEDIUM,63.69,0.47,15.0,1.0,neutral,18.6,128.8918,130.2522,5,39.27,XLK
2019-10-02,2019-10-03,2019-10-10,MSFT,LONG,MEDIUM,63.69,0.83,15.0,1.0,neutral,20.6,127.662,131.0626,5,99.33,XLK
2019-10-03,2019-10-04,2019-10-11,MSFT,LONG,MEDIUM,63.69,0.83,15.0,1.0,neutral,19.1,129.3648,131.609,5,64.78,XLK
2019-10-04,2019-10-07,2019-10-14,MSFT,LONG,MEDIUM,62.7,0.77,15.0,1.0,neutral,17.0,129.7337,131.4866,5,50.66,XLK
2019-10-07,2019-10-08,2019-10-15,MSFT,LONG,MEDIUM,62.84,0.77,15.0,1.0,neutral,17.9,129.677,133.3899,5,107.28,XLK
2019-10-08,2019-10-09,2019-10-16,MSFT,LONG,HIGH,62.84,1.05,18.75,1.0,neutral,20.3,130.0364,132.2969,5,80.61,XLK
2019-10-09,2019-10-10,2019-10-17,MSFT,LONG,MEDIUM,62.84,0.71,15.0,1.0,neutral,18.6,131.0108,131.6185,5,17.24,XLK
2019-10-10,2019-10-11,2019-10-18,MSFT,LONG,MEDIUM,62.84,0.54,15.0,1.0,neutral,17.6,132.5528,129.4702,5,-88.64,XLK
2019-10-22,2019-10-23,2019-10-30,MSFT,LONG,MEDIUM,64.95,0.82,15.0,1.0,bull,14.5,129.4877,136.2542,5,198.45,XLK
2019-10-23,2019-10-24,2019-10-31,MSFT,LONG,MEDIUM,64.95,0.76,15.0,1.0,bull,14.0,131.8622,135.0859,5,92.7,XLK
2019-10-24,2019-10-25,2019-11-01,MSFT,LONG,MEDIUM,64.11,0.66,15.0,1.0,bull,13.7,131.8149,135.4156,5,103.95,XLK
2019-10-31,2019-11-01,2019-11-08,MSFT,LONG,MEDIUM,62.29,0.66,15.0,1.0,bull,13.2,136.4692,137.5262,5,29.63,XLK
2019-11-01,2019-11-04,2019-11-11,MSFT,LONG,MEDIUM,62.29,0.79,15.0,1.0,bull,12.3,137.0084,137.6675,5,18.28,XLK
2019-11-04,2019-11-05,2019-11-12,MSFT,LONG,MEDIUM,63.35,0.69,15.0,1.0,bull,12.8,137.1409,138.5721,5,40.0,XLK
2019-11-05,2019-11-06,2019-11-13,MSFT,LONG,MEDIUM,63.35,0.7,15.0,1.0,bull,13.1,136.5733,138.7982,5,62.54,XLK
2019-11-06,2019-11-07,2019-11-14,MSFT,LONG,MEDIUM,63.35,0.7,15.0,1.0,bull,12.6,136.0719,139.5049,5,96.83,XLK
2019-11-07,2019-11-08,2019-11-15,MSFT,LONG,MEDIUM,63.35,0.73,15.0,1.0,bull,12.7,136.2043,141.3045,5,143.98,XLK
2019-11-08,2019-11-11,2019-11-18,MSFT,LONG,MEDIUM,63.35,0.72,15.0,1.0,bull,12.1,137.4909,141.6531,5,117.55,XLK
2019-11-11,2019-11-12,2019-11-19,MSFT,LONG,MEDIUM,63.18,0.78,15.0,1.0,bull,12.7,138.3801,141.7002,5,93.19,XLK
2019-11-12,2019-11-13,2019-11-20,MSFT,LONG,MEDIUM,63.18,0.74,15.0,1.0,bull,12.7,138.8153,141.4544,5,74.17,XLK
2019-11-13,2019-11-14,2019-11-21,MSFT,LONG,MEDIUM,63.18,0.7,15.0,1.0,bull,13.0,139.0802,141.322,5,62.92,XLK
2019-11-14,2019-11-15,2019-11-22,MSFT,LONG,MEDIUM,63.08,0.71,15.0,1.0,bull,13.1,140.8871,141.426,5,14.78,XLK
2019-11-15,2019-11-18,2019-11-25,MSFT,LONG,MEDIUM,63.08,0.5,15.0,1.0,bull,12.1,141.9655,142.9765,5,28.05,XLK
2019-11-18,2019-11-19,2019-11-26,MSFT,LONG,MEDIUM,63.25,0.59,15.0,1.0,bull,12.5,142.7317,143.7329,5,27.66,XLK
2019-11-19,2019-11-20,2019-11-27,MSFT,LONG,MEDIUM,63.35,0.79,15.0,1.0,bull,12.9,142.6763,144.007,5,36.84,XLK
2019-11-20,2019-11-21,2019-11-29,MSFT,LONG,MEDIUM,63.35,0.81,15.0,1.0,bull,12.8,141.8125,143.1184,5,36.27,XLK
2019-11-21,2019-11-22,2019-12-02,MSFT,LONG,MEDIUM,63.35,0.7,15.0,1.0,bull,13.1,142.4485,141.3882,5,-29.79,XLK
2019-11-22,2019-11-25,2019-12-03,MSFT,LONG,MEDIUM,61.09,0.55,15.0,1.0,bull,12.3,142.382,141.1613,5,-34.25,XLK
2019-11-27,2019-11-29,2019-12-06,MSFT,LONG,MEDIUM,60.79,0.26,15.0,1.0,bull,11.8,144.3755,143.4682,5,-25.51,XLK
2019-11-29,2019-12-02,2019-12-09,MSFT,LONG,MEDIUM,62.29,0.47,15.0,1.0,bull,12.6,144.1001,143.0994,5,-28.05,XLK
2019-12-02,2019-12-03,2019-12-10,MSFT,LONG,MEDIUM,63.08,0.7,15.0,1.0,bull,14.9,139.9995,142.882,5,81.37,XLK
2019-12-03,2019-12-04,2019-12-11,MSFT,LONG,MEDIUM,63.08,0.77,15.0,1.0,neutral,16.0,142.515,143.4209,5,24.95,XLK
2019-12-04,2019-12-05,2019-12-12,MSFT,LONG,MEDIUM,63.08,0.74,15.0,1.0,bull,14.8,142.4295,144.8769,5,67.97,XLK
2019-12-05,2019-12-06,2019-12-13,MSFT,LONG,MEDIUM,63.08,0.78,15.0,1.0,bull,14.5,143.3218,146.0964,5,76.61,XLK
2019-12-06,2019-12-09,2019-12-16,MSFT,LONG,MEDIUM,63.08,0.68,15.0,1.0,bull,13.6,143.3977,147.0419,5,101.59,XLK
2019-12-09,2019-12-10,2019-12-17,MSFT,LONG,MEDIUM,61.84,0.73,15.0,1.0,bull,15.9,143.6066,146.2477,5,73.28,XLK
2019-12-10,2019-12-11,2019-12-18,MSFT,LONG,MEDIUM,61.84,0.72,15.0,1.0,bull,15.7,143.8439,145.9451,5,58.03,XLK
2019-12-11,2019-12-12,2019-12-19,MSFT,LONG,MEDIUM,61.84,0.74,15.0,1.0,bull,15.0,143.9483,147.2121,5,90.44,XLK
2019-12-12,2019-12-13,2019-12-20,MSFT,LONG,MEDIUM,61.84,0.7,15.0,1.0,bull,13.9,145.2297,148.8193,5,99.47,XLK
