ticker,effective_from,effective_to,status,source,source_url,retrieved_at,license,access_cost,addition_evidence_ids,deletion_evidence_ids,identity_evidence_urls,addition_boundary_supported,deletion_boundary_supported,interval_verified,security_history_verified,next_action
INTC,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
INTU,2000-12-11,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
INVH,2022-09-19,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
IP,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
IPG,1996-01-02,2025-11-27,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
IPGP,2018-03-07,2022-06-20,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
IQV,2017-08-29,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
IR,2010-11-17,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,https://www.sec.gov/Archives/edgar/data/1466258/000114036120004470/nc10009348x1_ex99-1.htm | https://www.sec.gov/Archives/edgar/data/1699150/000114036120004816/form8k.htm,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
IRM,2009-01-06,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
ISRG,2008-06-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
IT,2017-04-05,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
ITW,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
IVZ,2008-08-21,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
J,2019-12-10,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JBHT,2015-07-01,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JBL,2001-01-30,2014-11-04,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JBL,2023-12-18,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JCI,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JCP,1996-01-02,2013-12-01,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JEC,2007-10-26,2019-12-09,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JEF,2007-08-27,2019-09-25,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JKHY,2018-11-13,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JNJ,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JNPR,2006-06-02,2025-07-08,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JOY,2011-02-28,2015-10-07,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JPM,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
JWN,1996-01-02,2020-06-21,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
K,1996-01-02,2025-12-10,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KDP,2008-10-07,2018-07-01,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KDP,2022-06-21,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KEY,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KEYS,2018-11-06,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KHC,2015-07-06,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KIM,2006-04-03,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KKR,2024-06-24,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KLAC,1997-09-15,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KMB,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KMI,2012-05-25,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KMX,2010-06-28,2025-10-30,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KO,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KORS,2013-11-13,2018-09-18,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KR,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KRFT,2012-10-02,2015-07-05,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KSS,1998-08-14,2020-09-20,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KSU,2013-05-24,2021-12-13,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
KVUE,2023-08-25,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
L,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LB,1996-01-02,2021-08-02,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LDOS,2009-12-21,2013-09-22,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LDOS,2019-08-09,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LEG,1999-10-18,2021-12-19,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LEN,2005-10-04,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LH,2004-11-01,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LHX,2019-06-01,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LIFE,2008-11-24,2014-01-23,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LII,2024-12-23,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LIN,2018-11-06,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LITE,2026-03-23,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LKQ,2016-05-23,2025-12-21,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LLL,2004-12-01,2019-06-30,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LLTC,2000-04-03,2017-03-12,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LLY,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LM,2006-04-24,2016-12-01,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LMT,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LNC,1996-01-02,2023-09-17,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LNT,2016-07-01,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LO,2008-06-11,2015-06-11,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LOW,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LRCX,2012-06-05,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LSI,1996-01-02,2014-05-06,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LULU,2023-10-18,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LUMN,2020-09-18,2023-03-19,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LUV,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LVLT,2014-11-05,2017-10-12,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LVS,2019-10-03,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LW,2018-12-03,2026-03-22,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LXK,1999-08-13,2012-09-30,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LYB,2012-09-05,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,2012-09-05-LYB-addition,,,True,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
LYV,2019-12-23,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
M,1996-01-02,2020-04-05,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MA,2008-07-18,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MAA,2016-12-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MAC,2013-05-09,2019-12-22,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MAR,1998-05-21,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MAS,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MAT,1996-01-02,2019-06-06,removed,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MCD,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MCHP,2007-09-07,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MCK,1999-01-13,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MCO,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MDLZ,2007-04-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MDT,1996-01-02,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
MET,2000-12-11,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
META,2022-06-09,2026-08-18,active_at_source_cutoff,community historical reconstruction; pending independent verification,https://github.com/fja05680/sp500,2026-09-08T06:18:58.688469+00:00,repository MIT; underlying baseline provenance requires review,free,,,,False,False,False,False,"Verify baseline/entry, all intervening changes, exit/cutoff and security identity with primary evidence."
